Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Bank credit to bank deposits (%),GFDD.SI.04,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102.7209,74.86059,66.93027,76.55315,100.6542,100.7737,99.14768,89.76377,64.19086,70.75642,56.22308,56.59176,71.50401,72.0346,78.93279,81.03162,91.91548,96.04597,103.984,99.43919,98.24396,101.581,101.6895,106.2122,109.4579,112.0951,109.3801,107.3086,108.9573
Bank credit to bank deposits (%),GFDD.SI.04,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,79.64779,76.11611,69.52061,74.796,81.80007,79.97045,72.57699,73.02354,79.88703,96.43752,110.4283,124.3309,146.2043,159.7465,165.0933,163.9468,156.9047,151.0309,126.1544,101.426,91.13252,82.38265,79.48016,75.89788,73.3947,64.9587,62.96204
Bank credit to bank deposits (%),GFDD.SI.04,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.30253,37.84383,51.99568,83.13319,69.01322,53.68465,58.0392,90.50465,88.32275,68.63727,64.51924,88.52805,72.60259,53.14938,40.80119,42.64544,42.67318,44.66537,40.76278,42.68953,52.48473,54.96838,53.83293,50.61823,53.55621,52.76413,49.10593,55.64254,69.43783,87.43365,105.0338,80.27766,70.13013,58.00693,50.18825,50.2122,55.61066,56.35437,55.69419,57.96621,55.82637,61.46372,59.62223,59.84401
Bank credit to bank deposits (%),GFDD.SI.04,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,South Africa,ZAF,..,..,..,..,..,86.44676,83.12881,85.29469,82.05922,84.82307,88.38853,90.24152,85.62563,88.95874,89.36845,88.10404,88.0636,85.87859,83.26489,81.81542,84.04113,92.2785,94.716,99.3194,103.0547,103.7054,104.5402,100.5682,101.0154,100.1028,103.5937,..,120.3815,125.26,124.424,124.97,128.3351,123.9597,126.2727,125.0382,134.1861,140.0692,114.4246,117.751,124.5179,121.2197,124.9412,126.1763,120.0944,123.6086,119.064,110.0362,113.3408,113.3442,111.9613,110.0896,111.8398,110.4655,110.4134,111.2078,98.08038,95.62006
Bank credit to bank deposits (%),GFDD.SI.04,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.221322,11.09375,13.95224,13.79236,7.618937,9.423943,10.78143,10.29661,15.09574,12.99035,..
Bank credit to bank deposits (%),GFDD.SI.04,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,97.07599,99.38725,104.4103,107.574,111.8384,114.9932,110.6682,107.0541,108.3656,109.755,111.5602,124.5924,123.463,119.5456,103.6237,112.78,124.4094,133.094,127.7755,127.6203,129.1024,118.4754,112.7523,112.7413,118.3866,133.6708,143.8733,..,..,121.0197,126.8541,137.6688,149.9204,166.9451,188.8071,192.5779,175.1875,173.9204,176.3892,180.1629,163.8961,152.7175,134.1425,120.5954,110.0474,106.7583,99.76326,93.79071,88.32789,80.52996
Bank credit to bank deposits (%),GFDD.SI.04,Sri Lanka,LKA,51.20671,54.25188,49.70414,56.875,57.80347,55.37314,62.02907,64.03233,76.17311,84.29588,75.53855,76.82776,78.50283,80.55503,107.724,108.8241,94.32664,98.02361,104.5621,94.63549,67.6735,75.54392,76.16056,82.80935,83.12586,82.88615,87.52964,86.31541,94.78446,91.57618,92.82669,38.46987,37.53872,38.33701,41.06549,95.20641,93.09764,90.77336,89.57671,87.4401,86.14383,81.72504,82.61411,83.36768,84.3464,88.84569,93.34291,94.68611,92.53619,73.57159,79.53033,89.15164,87.99238,80.31147,77.71974,82.52576,87.30153,85.40453,86.68635,83.19814,..,..
Bank credit to bank deposits (%),GFDD.SI.04,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.55418,54.59945,63.28332,63.18425,60.96581,57.55273,51.26895,46.58283,62.29815,66.65908,71.64443,66.6497,70.4401,75.65683,77.45668,80.3396,72.61743,72.86877,72.88549,70.51135,71.9649,64.00018,60.20179,55.63927,53.3123,49.38987,49.76457,48.53084,49.31303,56.23281,57.15884,55.72212,52.74137,46.93951,42.1218,39.26889,38.80796,39.28156,40.74432,42.68628,51.71984,57.54937,56.69366
Bank credit to bank deposits (%),GFDD.SI.04,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,114.653,109.6214,105.5591,96.54182,97.62824,85.36477,74.04572,73.17556,75.61359,84.09442,82.49615,82.35237,86.67661,96.72804,96.41927,95.87575,102.5528,107.2896,103.3255,105.9195,105.6315,104.6624,104.0904,90.60602,92.45699,95.26395,101.0614,122.016,126.6838,125.9259,127.415,127.1097,131.7313,127.6135,115.7205,101.0801,93.72079,89.29541,83.21442,89.23133,107.2469,93.13651
Bank credit to bank deposits (%),GFDD.SI.04,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.36134,57.38027,69.24606,71.50198,65.10152,77.09594,83.99859,71.4648,73.94831,71.103,65.38,58.25243,59.96133,56.51918,60.5232,55.47086,62.9793,64.79365,60.18732,60.67141,69.08252,73.90056,74.3117,71.24445,72.32355,74.16563,71.92522,71.98001,70.95703,68.72803,70.23302,76.8063,82.03933,80.25758,82.4044,80.70972,79.8356,79.53277,75.50419,69.35603,68.61075,68.90011,68.566,67.93564,65.86747,74.63895,66.85308
Bank credit to bank deposits (%),GFDD.SI.04,Sudan,SDN,206.3464,193.635,197.3316,140.9604,180.2345,118.4006,115.7648,125.7091,142.7823,119.4108,112.2326,102.36,93.05312,88.93491,80.7947,103.0117,103.7335,79.3754,82.15765,83.63122,82.08856,82.57979,84.66874,71.49489,73.87027,49.70161,58.48446,59.71162,60.11707,44.6656,48.47012,49.91987,33.36165,27.51103,38.13921,31.86409,47.80349,40.84415,37.0446,30.69528,37.45096,37.86249,49.84126,59.94139,66.2869,70.25147,85.20473,85.60318,81.16624,78.02605,72.57423,70.58909,68.84532,75.36839,67.54581,65.97219,66.79436,52.46112,40.72574,49.70423,46.69117,43.42303
Bank credit to bank deposits (%),GFDD.SI.04,Suriname,SUR,..,..,..,..,..,..,..,87.32957,86.26907,89.27776,94.69358,95.07798,92.21655,78.86216,90.38427,78.32566,80.04182,82.37804,89.77604,93.36974,97.78514,95.84028,102.1067,88.41146,73.13625,61.00365,50.8822,49.08897,48.79877,50.01616,54.46497,52.90971,59.20443,48.53732,39.13351,38.76195,58.49159,65.04158,62.03837,66.89069,34.30297,41.51568,41.17361,45.46106,45.36116,51.43185,52.88661,54.28286,65.68782,60.70631,61.61591,59.52662,57.27562,58.24888,60.26817,61.84474,50.25623,46.97914,41.15559,40.28871,31.97274,25.86229
Bank credit to bank deposits (%),GFDD.SI.04,Sweden,SWE,76.94572,76.7971,76.3488,80.27538,82.02766,85.87979,85.44651,83.74761,84.91242,84.32825,82.82576,81.56633,80.35674,78.45576,79.4109,79.82438,86.33097,90.06136,84.65572,82.7641,81.37602,78.49438,82.27245,84.43353,85.22614,86.76755,88.28998,95.93851,113.3925,124.363,..,..,..,..,..,..,..,..,..,..,..,..,231.705,232.7375,240.996,236.058,232.7292,237.0051,230.4691,221.2708,215.6272,211.3209,212.9109,208.3217,202.9023,197.1648,189.576,185.0858,186.057,180.1896,159.3732,155.2466
Bank credit to bank deposits (%),GFDD.SI.04,Switzerland,CHE,119.0458,122.5274,119.4038,119.9547,115.2624,114.7583,113.7524,113.0537,109.5881,104.3806,..,..,..,..,..,..,..,..,..,..,126.5464,125.2534,127.4306,131.4082,124.1003,130.0302,133.4745,130.7731,138.0349,146.6398,158.2518,159.7719,158.7612,147.4152,146.4605,143.7119,129.97,124.7542,120.4583,113.0319,135.9242,129.9805,122.6931,116.8381,118.1318,117.4833,122.0873,128.4957,124.3882,119.9767,116.3042,111.0507,107.0949,101.5951,99.80132,100.3258,100.6609,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Syrian Arab Republic,SYR,219.4287,244.9783,239.7151,342.3672,335.478,313.9496,330.1041,187.2101,154.755,118.4582,94.31799,76.49583,56.6572,52.95501,31.78778,27.30385,30.50875,28.90874,26.92866,34.38828,31.03714,27.75577,30.87491,29.82147,26.83921,22.56794,23.60651,26.21534,29.67863,31.93708,31.29275,36.95986,39.37411,34.75457,34.43684,37.49463,35.19796,34.82905,31.12344,26.73544,22.10658,17.33944,15.1182,18.36825,23.46395,31.9518,33.50892,34.0802,34.15448,38.22586,42.10732,55.40791,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,"Taiwan, China",TWN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,505.1026,532.5679,419.6465,419.7646,335.2697,237.9617,368.1266,287.5804,198.2203,171.8111,144.9075,127.6945,122.0932,132.7106,118.9992,156.577,182.3001,168.7874,137.5179,111.3734,117.8426,127.1072,125.3085,136.5273
Bank credit to bank deposits (%),GFDD.SI.04,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.18007,118.0961,107.5105,100.6241,64.5172,62.35487,56.67453,39.14667,20.67208,26.08825,33.35178,36.28864,33.15123,30.84982,34.45507,41.01112,48.7995,45.99372,52.79081,59.70886,64.81807,58.77398,56.80062,61.4966,65.50211,68.25444,71.89759,75.18581,80.78309,77.78439,79.27361,80.4073,81.195,..
Bank credit to bank deposits (%),GFDD.SI.04,Thailand,THA,78.94105,79.63699,78.81211,80.65052,83.1869,85.21584,80.05043,79.70454,78.45164,79.74564,84.59178,78.4643,69.97617,79.35986,86.29906,90.98293,105.7975,111.6631,123.4786,129.6655,116.591,116.2205,109.3909,112.9093,106.6266,103.8344,95.45325,95.93811,104.8639,110.4889,119.0248,121.3657,131.6406,139.5064,166.5213,178.4953,186.4613,179.3237,148.1751,124.9371,101.5638,90.13352,98.17746,91.57521,97.04553,99.19436,96.8334,99.58391,99.43614,96.37173,99.51671,104.7779,97.66475,97.99899,98.48225,98.87464,99.11687,98.73158,99.26152,98.09275,93.07825,93.50975
Bank credit to bank deposits (%),GFDD.SI.04,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6353,42.93741,136.3951,139.0429,113.6149,71.03976,53.83577,38.9183,37.50233,41.44191,38.74919,36.09726,31.54927,32.96452,28.27242,31.69911,29.65584,33.78002,34.05676,27.48622
Bank credit to bank deposits (%),GFDD.SI.04,Togo,TGO,260,302.9126,242.4242,245.5782,201.0204,108.4337,111.6197,107.5209,120.5244,87.19846,99.3625,108.7243,119.909,137.4424,73.75001,136.4607,119.845,136.7778,113.3069,126.8062,145.5879,126.2157,111.6272,94.38965,72.21876,67.8954,75.26343,84.16913,82.93786,77.10289,78.18694,87.7785,98.58561,100.0402,86.6569,104.266,111.1293,115.1726,125.5583,112.7515,99.88834,90.83683,75.75948,79.91505,75.26057,78.43288,69.55885,79.17473,61.29627,62.93702,68.27826,81.02219,82.31121,87.28167,81.7767,83.8332,93.25464,87.26469,79.38955,78.4753,70.13568,65.38594
Bank credit to bank deposits (%),GFDD.SI.04,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.75179,42.2501,39.68333,43.66441,56.06293,64.41799,84.93735,98.16473,84.86595,84.9298,91.20123,89.11185,100.1809,138.2969,149.7609,130.3483,114.4426,122.3547,105.2549,128.2056,146.7011,142.6788,148.5331,143.4229,127.0371,120.6405,115.1041,125.3343,123.9463,105.838,121.024,121.2664,123.361,128.2166,117.2939,100.0262,90.73573,78.29652,75.18222,73.0395,72.44704,76.77242,78.3833,79.54276,81.16733,71.52746,..
Bank credit to bank deposits (%),GFDD.SI.04,Trinidad and Tobago,TTO,47.00906,42.55889,48.51948,41.6339,53.73682,63.16484,62.51969,67.54579,64.74155,74.54745,76.46378,67.25581,78.33879,78.79155,68.34,71.04232,73.99324,82.75166,88.4832,80.66459,86.41502,82.4074,73.92559,80.16367,80.48329,76.22452,80.12728,79.7845,76.07757,74.58676,73.13779,84.30378,91.95211,81.86333,66.59971,73.51569,66.1773,72.40765,73.26294,76.41737,75.60953,72.74756,72.28037,75.87425,78.64252,78.54308,79.22536,84.22311,79.71968,58.70017,60.50464,62.52479,56.94143,56.57233,55.59111,58.35656,59.03764,63.45664,63.83011,63.43612,59.92276,59.93314
Bank credit to bank deposits (%),GFDD.SI.04,Tunisia,TUN,..,..,..,..,..,140.2315,150.5859,155.4715,153.773,149.1525,144.9931,131.9498,132.1566,129.943,131.9538,137.7901,134.377,136.9308,127.5616,117.4204,119.8191,131.2157,141.6932,146.4972,147.0365,147.2081,147.8042,136.6226,124.2496,134.1129,133.6549,139.5875,146.7251,145.0072,142.7845,148.203,131.8819,123.9018,128.7892,119.8484,129.3393,129.3197,130.13,129.5556,128.2391,126.6068,121.9709,118.0872,117.768,114.9091,121.9384,131.2571,127.9783,129.8794,131.6279,134.1027,135.4359,138.9999,141.0164,130.4422,130.5811,126.1185
Bank credit to bank deposits (%),GFDD.SI.04,Turkey,TUR,197.6974,135.5556,153.1081,152.1487,148.7928,137.0487,132.8,135.4382,126.5331,136.6546,82.52056,71.98894,73.45707,74.07092,76.59404,82.04214,88.34339,85.5479,118.0171,106.8668,100.9888,92.3212,85.66549,99.20619,83.07657,81.45144,78.67465,78.87708,69.92494,70.7413,80.71982,70.8348,72.09621,80.89919,55.11351,62.49199,66.73566,75.92276,63.2308,44.59552,54.57791,35.89462,38.34509,44.09108,53.41785,59.00366,66.29401,72.057,71.58112,71.53942,84.95583,99.56016,108.1045,120.1597,128.2813,132.3298,130.7938,135.2124,128.9872,113.4739,112.3092,96.99043
Bank credit to bank deposits (%),GFDD.SI.04,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Uganda,UGA,102.7559,94.73685,108.5324,105.1205,110.2564,105.6485,87.93364,88.86915,81.32874,94.14458,78.70117,82.71815,62.16073,55.22388,53.87352,49.47157,43.49749,51.5105,43.52326,33.87415,44.08522,47.01646,51.09081,62.21498,34.85992,40.40443,35.24804,36.87836,56.6708,71.66319,73.61161,58.99004,63.47164,59.14834,49.28537,56.18903,59.28686,47.43503,50.63589,51.96407,46.33103,53.97012,52.29764,54.54044,56.82603,56.86569,66.2514,62.91766,74.53191,72.74811,71.50514,86.11301,82.7077,79.97277,80.16142,83.23788,80.0009,75.05976,77.89778,74.85426,69.14388,71.44595
Bank credit to bank deposits (%),GFDD.SI.04,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.54017,5.961548,23.03663,18.75915,21.92966,35.54374,94.94153,90.15012,100.4152,103.8997,105.6211,106.8902,104.5227,106.9626,130.9302,149.7998,195.9553,205.3811,163.708,150.7053,133.427,128.9213,141.4071,131.5769,116.8972,106.0041,108.5126,86.36517,66.21861,64.54092
Bank credit to bank deposits (%),GFDD.SI.04,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.98167,67.01952,112.0903,122.0319,130.4818,117.7199,113.5971,103.4453,100.0114,75.97769,71.96872,74.19963,75.78405,77.88689,77.35665,87.46828,81.94859,83.4014,91.94078,94.17145,95.73356,98.44341,102.8431,113.0557,110.4671,102.4591,89.4735,90.03389,88.39922,88.00617,94.68163,102.1918,98.32833,121.9345,111.8132,105.9107,104.4563,101.9314,85.45444,88.62537,90.65662,94.60624,91.70524,93.08253,86.86516,81.56601,..
Bank credit to bank deposits (%),GFDD.SI.04,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,United States,USA,70.54719,70.42612,71.48355,74.36575,75.98683,78.69223,80.9184,78.37735,79.24509,86.10769,81.49059,78.93123,80.68705,85.36333,87.19257,81.8418,81.32986,83.52483,86.42374,87.94032,83.81283,79.2826,73.76437,74.56858,76.14214,77.78153,77.23681,79.04787,80.55327,80.66897,78.39147,74.59102,73.96414,75.63213,80.88456,81.67991,80.76201,79.92569,78.11354,76.49935,77.544,76.3257,75.83255,77.9679,81.6397,83.22308,82.89767,80.17538,75.99315,63.8285,66.47291,63.01146,61.5783,60.5169,60.7163,62.77115,63.8359,63.97555,64.47144,61.73064,53.913,..
Bank credit to bank deposits (%),GFDD.SI.04,Uruguay,URY,380.5737,408.9744,596.562,99.69553,112.8809,126.8763,106.8702,79.8282,86.24746,87.26077,100.6243,85.61063,90.7534,92.79304,93.13451,125.2864,101.3072,100.4114,93.52992,106.0831,109.1321,100.2654,121.7042,100.5348,77.26381,95.74632,81.74449,79.14687,83.3604,73.29275,59.8625,55.54301,64.54071,71.51954,72.22233,81.10682,81.16471,83.96777,120.0465,116.5702,110.6482,118.6707,125.8966,87.1414,55.76031,56.55702,59.32038,65.32417,67.59003,58.14999,58.4791,58.6604,61.82499,64.37521,63.08318,61.58505,61.21766,60.54502,61.1474,58.09344,52.0555,49.74969
Bank credit to bank deposits (%),GFDD.SI.04,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.5641,81.99473,78.31734,83.23778,99.70266,169.8754,233.0248,261.8811,236.9643
Bank credit to bank deposits (%),GFDD.SI.04,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.71984,58.26911,66.35696,43.52522,43.30246,39.20881,32.61587,26.57823,32.8663,33.70607,24.42519,27.96086,28.92541,37.62658,36.80195,38.36885,33.71613,32.91811,32.3789,32.14274,40.97159,36.41263,36.57409,40.08451,44.63023,44.73901,46.51255,47.99777,46.33609,58.39364,72.65591,84.03156,90.72915,97.71692,106.5374,107.033,97.88293,89.89488,86.16225,76.87561,72.2346,74.80014,68.93034
Bank credit to bank deposits (%),GFDD.SI.04,"Venezuela, RB",VEN,107.7088,102.7735,105.3159,91.53165,89.3754,95.18095,95.9938,90.85915,92.802,88.87717,91.0852,84.93021,81.69827,85.33064,86.75113,87.66304,92.02605,86.36572,90.76443,89.76948,89.94374,85.19628,93.75402,76.71809,81.95825,80.66242,83.7793,93.97651,102.3945,82.32845,61.55372,61.12685,72.26525,64.4388,36.29593,39.7292,54.09914,74.89381,73.16104,69.55537,68.97849,73.1292,68.27597,45.96368,62.5942,66.9817,61.22146,83.34348,82.63172,75.42164,67.8187,63.55275,64.89389,61.24901,63.24107,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380.1002,483.4179,..,615.8647,497.3239,423.9948,398.2884,415.8842,401.5368,410.304,452.505,446.62,472.5384,498.6934,520.0959,498.4789,682.038,687.5303,862.5997,898.0479,800.7696,719.0488,687.4731,681.4246,680.9561,672.4113,696.2264,677.2358,595.5128,535.7143
Bank credit to bank deposits (%),GFDD.SI.04,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.85109,29.77261,32.60554,34.16531,27.77364,26.6904,27.91631,25.68533,30.43484,37.33879,36.40899,28.659,24.47327,28.37305,33.91366,40.49952,43.3667,43.45465,47.65936,51.59259,57.78369,61.23001,64.01931,61.27289,56.86878,55.37271
Bank credit to bank deposits (%),GFDD.SI.04,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.38031,30.69469,30.12051,32.66099,31.6053,25.13616,19.27526,25.4388,28.32581,33.6293,30.90977,31.54306,28.76673,29.80935,33.09341,36.11088,32.65274,35.92915,36.34785,30.81744,28.79848,26.99596,20.14664,22.75826,..,..,..,..,..,..,..,..
Bank credit to bank deposits (%),GFDD.SI.04,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.12637,56.76683,60.10277,69.12149,63.88838,72.41872,67.61201,65.55407,56.71699,56.73787,58.62796,43.39663,38.22525
Bank credit to bank deposits (%),GFDD.SI.04,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.71204,36.52864,40.15659,42.07504,50.25142,54.02511,60.20496,103.3631,125.2587,112.8707,101.6597,103.2249,93.41408,100.8895,124.0467,105.1934,89.72077,65.18024,65.52676,89.93359,66.18896,33.09161,..,..,..,48.69184,74.61155,93.14187,93.83687,93.88337,87.87177,76.89993,63.53494,50.0543,42.80411,33.4776,36.80099,47.23602
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data from database: Global Financial Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated: 09/23/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
