Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
British Virgin Islands,VGB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.56205,62.80555,74.36976,76.08334,75.29471,68.53469,74.68655,72.70563,74.11678,70.21568,61.72332,58.20702,49.94051,50.70732,53.07573,52.41356,55.02293,51.02082,48.40549,45.46904,44.23119,44.91091,..
Bulgaria,BGR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-16.08438,52.01363,124.9766,68.30984,52.17736,18.27319,59.03192,-32.59328,-62.6418,2.958404,-0.17651,-19.75912,36.43633,30.34764,-14.7771,0.2144209,39.55609,-3.330317,-10.84346,-19.26919,18.53938
Bulgaria,BGR,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,123.3576,112.1048,95.20686,68.20396,66.66653,93.37922,36.22224,49.94336,53.93106,53.95038,53.17206,65.92488,82.72793,94.84613,95.32796,88.59164,107.2876,129.2127,128.2127,119.0783,109.8865,104.5504,96.13675,87.31447,79.12197,75.05247,72.10317,72.16503,70.4403,66.49859,66.08822
Burkina Faso,BFA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burkina Faso,BFA,Bank credit to bank deposits (%),GFDD.SI.04,71.875,102.6882,104.902,174.5665,222.8395,240.625,219.6078,206.4327,158.664,200.2513,172.25,155.9969,165.2244,132.3002,180.0237,170.5244,181.1146,232.6567,203.9997,207.592,183.9921,173.5308,170.7717,161.9012,124.7025,151.5656,140.3687,126.8941,120.4407,139.6397,153.8347,111.975,96.61964,88.20102,54.58806,51.77419,59.55566,93.62834,98.47327,86.27718,89.35816,92.72066,95.59325,92.04121,95.21792,118.0944,115.2295,98.14841,103.9396,85.04074,74.75343,77.59666,82.88501,91.59549,98.11031,90.20908,84.44279,82.49111,82.05551,84.45835,77.09641,72.29218
Burundi,BDI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Burundi,BDI,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,69.32272,63.97059,80.66666,80.12842,80.98682,60.02759,77.21436,76.80104,80.62061,77.89903,153.1072,54.78493,61.44329,48.46526,87.77789,120.047,128.8859,164.19,137.9461,86.85831,60.37423,45.32148,62.28939,59.18655,71.09911,74.19613,89.01614,95.30594,98.52024,126.9588,99.93008,99.15405,104.284,100.6198,138.8443,114.799,143.9487,131.3729,131.0109,108.8594,105.5306,83.88052,77.7391,76.09623,66.84995,74.27872,82.82974,103.0396,98.20198,93.76863,89.31491,89.06108,88.74348,70.4722,66.03263,63.48657,61.2955,..
Cabo Verde,CPV,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cabo Verde,CPV,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,152.6992,144.3854,137.5971,112.8292,100.8688,106.6511,99.10331,122.6904,148.8871,166.088,199.9803,178.357,180.5707,34.15938,36.09304,45.57614,43.04739,52.03522,57.93658,78.60983,70.36065,68.59566,65.43957,66.85107,64.90895,60.24997,63.09359,63.08739,74.49953,80.0997,82.27927,89.65234,83.11149,75.6007,69.78107,65.83218,62.65056,62.4824,62.96069,60.05465,62.37599,64.44865
Cambodia,KHM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cambodia,KHM,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,111.4926,86.39327,73.73657,71.02967,90.09294,90.78958,80.11728,67.25432,57.56813,49.89114,55.21542,60.80671,62.53222,66.6506,68.66276,102.801,80.79158,78.88085,89.23025,89.65759,106.5445,106.4682,115.8854,114.6762,109.5552,108.5165,118.0338,120.1488,127.2743
Cameroon,CMR,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cameroon,CMR,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,259.5343,250.6554,221.2956,236.2273,232.3589,192.9569,175.3781,174.401,158.6337,165.1812,147.5479,141.592,156.1042,151.191,152.0267,173.4332,168.7552,175.5394,184.2259,180.6067,166.8284,133.949,122.6283,148.6643,200.2649,169.5427,161.3789,160.0464,160.1543,88.84969,86.02383,66.83855,68.36208,80.00356,68.91428,80.77711,80.12168,73.84485,70.71114,67.5302,70.41975,68.08353,67.40829,62.71056,59.51357,62.92274,63.67237,60.91916,70.0726,88.04116,86.91676,87.69134,91.64111,94.78624,92.48759,88.60291,83.62711,..,..
Canada,CAN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.408532,11.50883,13.11521,19.60406,-8.028461,14.56754,-7.404883,-0.8672687,-1.300218,12.75741,11.27931,3.478729,17.95708,23.99407,4.910454,3.566127,37.91904,-19.78147,-9.332341,1.037264,20.68017,17.5634,18.34172,13.8436,-8.412651,-18.45872,18.74887,7.280942,-6.668544,5.39273,14.80204,-2.085025,-1.96119,10.64749,1.243191,3.678098,-1.765602,23.70417
Canada,CAN,Bank credit to bank deposits (%),GFDD.SI.04,55.86818,53.30337,57.88742,56.29241,58.26272,64.50329,70.87542,72.54889,72.01703,76.12521,73.9915,78.72416,83.88076,85.06399,86.81667,87.39574,88.43162,91.30416,95.25899,96.59023,98.08625,106.4576,103.2461,101.5874,103.0496,105.1322,102.0057,103.7849,104.1303,103.3952,103.5293,103.2851,101.4516,102.443,102.8279,101.7997,107.4223,112.5816,111.9039,110.8303,108.5464,81.14668,80.08566,80.53414,82.80493,84.52728,87.00665,113.9522,104.3213,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Bank credit to bank deposits (%),GFDD.SI.04,279.0909,321.4286,272.1855,246.7392,232.8431,238.565,280.7174,289.0196,234.1573,342.3289,311.779,231.3977,212.6687,218.1051,244.6527,223.2831,118.5353,157.9179,199.3224,170.4124,191.5755,182.6815,251.4584,226.5296,205.8005,180.5959,180.1127,158.6866,150.2838,135.6754,142.8779,155.1253,121.3864,128.2609,69.8819,109.004,105.3526,103.4713,125.3959,102.0243,138.6469,127.2684,150.271,156.7598,171.8534,125.6671,121.8927,92.287,96.36514,77.90852,102.6184,101.6843,140.3792,119.5248,110.5535,93.76062,101.2845,95.34289,93.69153,82.37456,..,..
Chad,TCD,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,264.9389,258.6227,296.7037,271.0625,228.1358,396.2607,251.5069,257.4251,244.3536,363.7351,357.1129,288.9988,276.7208,249.8268,202.9427,266.8228,289.3673,260.6162,123.5102,106.3151,132.3512,137.6447,156.5676,183.1431,110.0097,97.34142,105.6922,88.41721,109.2833,102.3964,86.74252,81.14537,79.10896,93.95731,93.00737,94.20585,53.15333,62.39624,76.62421,85.35572,80.2095,82.49547,95.17673,95.80976,99.17047,98.61331,105.7763,112.09,121.2789,93.96814,..,..
Channel Islands,CHI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.30386,180.478,61.01736,18.4994,80.28097,10.9523,1.595755,9.015449,-21.26245,12.19408,15.47476,2.626505,-7.658301,18.46462,24.93981,28.14878,11.21403,41.50339,-12.29661,9.109028,41.36483,4.298296,-2.69268,-6.177364,-5.437212,0.4649786,3.513059,23.15412,10.23861,-7.108819,-20.72788,11.07404
Chile,CHL,Bank credit to bank deposits (%),GFDD.SI.04,..,112.9094,62.5817,102.4134,109.5124,99.15833,96.40458,89.32953,83.94512,78.35831,70.09319,53.80034,48.58388,30.9429,58.2723,76.92328,80.3805,153.3149,137.5104,147.377,174.2023,191.7773,225.5903,240.2292,249.961,205.1344,188.5723,168.0243,156.4854,158.3121,145.94,128.6601,135.6783,140.3301,146.7675,145.4566,143.6839,130.1579,125.4145,119.1228,125.3641,130.9243,131.9661,139.8391,137.0918,133.4306,133.4447,136.7353,140.3114,170.4709,167.9876,162.2411,158.8958,153.7729,153.0652,146.7505,146.7808,156.7947,156.8879,152.9551,134.5845,128.7832
China,CHN,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7359,308.9413,50.22937,-33.58858,-2.773324,15.33171,54.31926,7.831696,8.401588,36.72717,5.031704,-20.00693,-6.401013,1.315421,-22.17631,39.55803,161.1422,-27.43804,-10.45896,3.224294,-5.71617,-16.74319,-1.043834,1.651831,65.56247,-18.8621,8.24282,-9.237433,-1.107039,7.069625,13.47435
China,CHN,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,350.3094,346.02,347.806,369.4009,429.5557,423.1167,375.6893,343.0493,349.5961,331.2601,335.3055,338.8379,323.1122,337.979,308.6475,289.3878,275.9464,266.6251,268.2052,257.8027,251.8798,242.3712,234.0957,246.6681,236.6498,234.9772,251.1972,273.3517,285.7519,313.5894,311.2155,278.781,272.3647,303.1926,327.0919,342.436,365.9997
Colombia,COL,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.8821,59.05146,68.13393,83.7837,62.71061,8.426517,-16.52982,7.739748,38.12535,4.400821,3.152928,-3.345268,-3.809024,-25.85692,-1.916255,10.18833,13.17728,5.193564,4.947383,0
Colombia,COL,Bank credit to bank deposits (%),GFDD.SI.04,142.9612,135.9622,128.9045,137.3508,129.9911,127.6949,132.5375,131.073,142.2121,141.4982,148.3024,150.7338,130.6782,107.4389,155.8934,144.4312,130.0671,125.218,129.3688,132.2821,128.3697,121.9329,127.917,130.0679,136.299,126.3491,..,113.546,121.9827,..,124.9292,109.1424,107.7348,113.9831,107.5286,113.2775,116.2961,117.469,116.6334,103.187,92.70055,167.6137,154.3221,151.9774,161.6584,146.8288,170.4866,188.0396,200.9507,165.6543,162.9511,167.987,171.7709,163.213,175.6048,185.8894,205.7189,217.5151,217.3195,222.252,178.123,166.6024
Comoros,COM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,206.4573,159.3963,313.1448,130.0455,137.1212,156.5476,178.178,154.4158,212.606,277.8355,258.6136,237.9784,216.9702,226.6667,149.5877,187.2067,163.4823,196.0784,168.5034,47.21956,44.43094,51.7877,48.71189,55.44147,46.89768,49.31689,50.82409,65.08281,69.74469,69.17636,70.84251,76.85278,80.20067,82.21752,75.83516,83.1432,77.18362,74.55327,64.18044,57.72606
"Congo, Dem. Rep.",COD,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.19427,35.19427,30.50594,31.04131,37.60757,45.19701,51.62366,47.23378,68.52864,59.86425,53.84074,54.14933,52.22228,57.18712,58.98936,62.00812,66.05571,53.10714,55.51824,47.95462,40.40583,34.64294
"Congo, Rep.",COG,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Bank credit to bank deposits (%),GFDD.SI.04,162.4435,172.9124,159.1356,180.4598,213.9293,208.0851,217.0782,199.2921,173.02,177.4616,155.1586,167.1906,195.8293,196.0475,152.0051,188.5787,192.0043,208.8802,191.6245,175.6725,145.2178,153.2288,180.2606,214.2932,229.7764,202.5586,250.1572,224.6428,129.8315,128.0739,124.0701,120.5311,114.0582,93.75176,88.60651,116.5692,106.5327,102.4475,111.6472,152.6324,55.78893,99.73444,40.35412,54.01894,43.94415,34.73716,23.6278,21.07031,29.10202,34.98576,35.37719,33.83313,41.18672,49.22302,53.01336,69.34772,83.90613,88.90433,93.52575,83.5898,..,..
Costa Rica,CRI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Costa Rica,CRI,Bank credit to bank deposits (%),GFDD.SI.04,211.4512,223.2193,200.93,199.0587,210.1475,218.2106,214.6395,161.8161,175.1911,169.365,185.2017,154.1381,144.3861,130.3418,140.1978,122.3503,112.6086,100.9036,99.37688,90.82063,88.02556,59.87861,56.054,59.6492,58.47567,57.31509,56.17567,58.41356,49.72417,47.07877,44.5405,37.74152,45.69202,53.62776,52.06831,48.82437,46.75824,133.8089,172.4649,182.4397,170.8712,166.6568,163.5317,158.9901,151.4199,159.3128,157.9628,183.3072,215.4327,188.8905,175.8401,186.6227,198.9007,200.2183,208.916,207.5438,215.1568,226.6642,223.2066,201.7086,157.8255,136.3559
Cote d'Ivoire,CIV,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cote d'Ivoire,CIV,Bank credit to bank deposits (%),GFDD.SI.04,198.5086,222.41,210.734,234.9339,180.1689,168.5148,172.5764,177.9898,153.5204,135.1678,136.8219,156.4547,184.9469,187.0726,166.5224,187.6229,156.3414,151.1786,162.5051,207.7603,232.2466,231.2672,230.5291,238.7253,198.6386,167.142,164.7233,183.2467,177.5264,178.3737,185.3512,179.6808,159.7673,159.6761,101.5734,102.154,100.7364,111.3483,113.3286,102.8516,111.825,116.5316,97.49941,91.14022,93.04328,89.61938,87.78305,86.69873,89.50811,87.76696,81.28004,68.03628,70.68189,76.89827,77.69889,83.54501,90.38123,93.47014,85.92531,83.35384,76.45822,71.98973
Croatia,HRV,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.410202,11.34533,50.04063,42.72871,69.67768,-25.57109,-45.55851,7.100582,4.679355,-16.69687,6.895136,-3.309164,-3.343945,2.074148,9.359676,-6.498918,3.6158,-10.44214,15.20007
Croatia,HRV,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,145.188,98.10344,101.7664,110.0795,104.8648,86.10377,71.55409,85.55369,88.62503,92.41996,97.69987,101.9296,98.6631,106.1161,105.301,94.08118,97.23115,109.7665,109.7466,106.8845,99.49027,92.58867,89.28386,84.07613,83.51995,77.33073,69.84996
Cuba,CUB,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cuba,CUB,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curaçao,CUW,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Curaçao,CUW,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.41745,111.4118,68.99168,-41.1417,-49.05687,-7.170554,-45.97417,-74.56245,-43.66991,9.826719,-30.9735,-12.74998,8.254021,-3.663503,-3.688127,-23.81943,24.93763
Cyprus,CYP,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,97.22215,88.6419,96.2169,98.91592,101.5936,100.5109,95.42744,93.50369,93.41864,91.52377,94.22897,94.23715,92.75092,89.92747,91.06874,92.55061,92.65627,94.78135,91.9949,92.2564,95.35878,97.46018,97.28765,99.15686,99.99528,100.5815,94.37456,92.20531,92.13039,94.20152,107.7009,107.6227,108.3102,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Czech Republic,CZE,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-39.55696,18.83366,1.970383,-17.0255,3.395618,20.93346,-25.30173,6.437036,27.55609,48.36467,51.59274,17.76934,20.09546,-23.51846,-29.0512,21.60009,-5.277445,-14.47391,2.569964,1.577224,0.8209653,-11.47693,14.34023,7.861998,-2.942897,-11.74141,29.27822
Czech Republic,CZE,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,116.1052,123.1846,113.5639,117.598,118.7473,108.3893,101.1095,80.93616,64.2847,47.51028,48.23978,52.56434,59.09938,65.74259,74.55438,79.36471,75.6624,77.14265,80.06023,78.37275,76.63388,74.17182,73.26678,73.92386,70.74889,70.92962,69.69035,66.09281,66.70601
Denmark,DNK,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.73618,-1.779742,-14.33743,3.894058,12.98223,-4.186252,19.94303,46.04104,28.20743,-2.525004,39.89335,-2.413611,-19.89308,-7.109257,22.93369,26.5505,16.14365,21.43762,-20.32654,-22.9843,35.92804,3.66317,11.53559,19.3597,29.52172,31.00126,-1.184577,5.290041,-0.2820823,4.494156,23.73609,31.17646
Denmark,DNK,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,110.2779,108.1617,98.2328,103.5111,107.5899,105.2557,105.4091,105.7154,102.044,95.49284,94.38678,96.47106,97.82057,92.89787,88.39714,83.94569,83.08995,75.20166,78.24928,77.34055,94.20949,93.97111,88.27823,98.22237,95.77602,77.38271,76.01801,55.39212,58.32311,57.64967,56.76025,57.28411,62.66725,66.28029,288.9056,303.7357,303.9001,304.6988,298.9423,293.6472,305.2777,307.1105,313.3344,355.0566,363.4587,370.9002,358.0661,345.1681,325.0875,313.6322,297.0956,282.653,284.9209,274.9444,254.9727,264.4569
Djibouti,DJI,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.49506,..,82.50446,78.50128,79.19189,73.19962,69.77045,77.86276,72.35853,74.44029,78.71786,92.61265,92.81045,93.56982,64.33352,72.37852,56.98849,46.38817,37.86091,33.14632,29.94185,29.51036,33.10104,34.65577,37.08095,39.64789,42.84792,37.79636,41.12928,42.10793,37.61061,33.72623,31.02841,35.75804,35.77908,28.79324,25.81704
Dominica,DMA,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,Bank credit to bank deposits (%),GFDD.SI.04,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64.09856,70.22441,52.30675,69.14657,82.25385,75.26093,79.61417,73.6803,75.08919,61.26704,55.03114,68.77585,82.31479,85.41693,83.57331,81.57684,89.65247,90.81244,83.08113,80.81842,82.71941,85.10758,80.57037,90.45304,82.75936,74.22785,66.01109,66.48599,66.785,66.93611,63.87132,64.98874,63.00622,66.93316,69.244,63.7918,61.60387,57.2377,54.83521,50.49643,42.65793,41.72684,44.92508,55.62589,56.52095
Dominican Republic,DOM,"Stock market return (%, year-on-year)",GFDD.OM.02,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
